,PUMA,NP,ACCESS,BATH,BDSP,BLD,BROADBND,COMPOTHX,DIALUP,ELEFP,ELEP,FS,FULFP,GASFP,HFL,HISPEED,LAPTOP,OTHSVCEX,REFR,RMSP,RNTM,RNTP,RWAT,SATELLITE,SINK,SMARTPHONE,STOV,TABLET,TEL,TEN,VEH,WATFP,YBL,GRNTP,GRPIP,HHL,HHLANP,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPP,NR,NRC,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SRNT,SSMC,WGTP_CLT,AMI,AFF_OCC,COST_BURDALL
320,3101,5,1.0,1,3,8,1.0,2.0,2.0,3.0,130.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,980.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,6,1252.0,33.0,2.0,1200.0,1.0,45300.0,0.0,2.0,2.0,2.0,1,1.0,1.0,5.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,128.0,3.0,4.0,1.0
321,3101,1,1.0,1,0,9,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,1,2.0,1200.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,19,1268.0,53.0,1.0,9500.0,4.0,28700.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,79.0,3.0,5.0,1.0
322,3107,2,1.0,1,2,7,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,860.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,10,924.0,10.0,4.0,1970.0,5.0,108400.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,78.59,7.0,3.0,0.0
323,3106,1,3.0,1,2,3,1.0,2.0,2.0,3.0,110.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1600.0,1,2.0,1,2.0,1,2.0,1.0,3.0,1.0,1.0,10,1710.0,92.0,1.0,9500.0,6.0,22200.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1,0,0.0,19.22,2.0,6.0,1.0
324,3104,5,1.0,1,4,2,1.0,2.0,2.0,3.0,130.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,8,2.0,2100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,6,2283.0,21.0,1.0,9500.0,2.0,130000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,1.0,4.0,0.0,0.0,4.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,105.93,7.0,6.0,0.0
326,3104,1,1.0,1,1,6,1.0,1.0,2.0,3.0,140.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1,2,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,6,1270.0,66.0,1.0,9500.0,4.0,23000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,89.1,2.0,5.0,1.0
327,3101,1,3.0,1,1,7,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,3,2.0,700.0,1,2.0,1,2.0,1,2.0,1.0,3.0,0.0,1.0,5,800.0,36.0,1.0,9500.0,6.0,0.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,170.0,1.0,3.0,1.0
329,3108,1,1.0,1,0,7,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,1,2.0,920.0,1,1.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,6,991.0,34.0,1.0,9500.0,6.0,35000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,35.48,4.0,4.0,1.0
330,3101,1,1.0,1,1,9,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,1200.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,21,1251.0,27.0,1.0,9500.0,4.0,55000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,29.0,6.0,5.0,0.0
331,3107,4,1.0,1,3,2,1.0,2.0,2.0,3.0,110.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,1400.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,13,1670.0,30.0,1.0,9500.0,1.0,66000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,48.67,5.0,5.0,1.0
333,3103,1,1.0,1,1,7,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,980.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,1073.0,21.0,1.0,9500.0,6.0,62000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,75.0,6.0,4.0,0.0
334,3108,3,1.0,1,1,8,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,5,1182.0,13.0,4.0,1765.0,1.0,113000.0,0.0,1.0,1.0,1.0,1,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,65.15,7.0,5.0,0.0
335,3104,2,1.0,1,2,7,1.0,2.0,2.0,3.0,80.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,7,2.0,1500.0,1,1.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,5,1635.0,26.0,1.0,9500.0,3.0,75500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,3,1,0.0,97.02,7.0,5.0,0.0
336,3105,2,1.0,1,1,7,1.0,2.0,2.0,3.0,30.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,770.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,2.0,5,800.0,36.0,2.0,1200.0,1.0,26500.0,0.0,4.0,4.0,4.0,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,126.68,2.0,3.0,1.0
337,3105,3,1.0,1,3,8,1.0,2.0,2.0,3.0,170.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,1300.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,1512.0,88.0,1.0,9500.0,3.0,20600.0,0.0,3.0,3.0,3.0,1,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,165.96,1.0,4.0,1.0
338,3102,3,1.0,1,2,7,1.0,2.0,2.0,3.0,180.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,840.0,1,2.0,1,1.0,1,1.0,1.0,3.0,0.0,3.0,6,1076.0,52.0,2.0,1200.0,2.0,25000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,249.43,2.0,4.0,1.0
339,3105,3,1.0,1,3,2,1.0,2.0,2.0,3.0,180.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,6,2.0,850.0,1,2.0,1,1.0,1,1.0,1.0,3.0,3.0,3.0,2,1125.0,3.0,1.0,9500.0,1.0,446500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,58.92,7.0,3.0,0.0
340,3101,4,3.0,1,3,7,1.0,2.0,2.0,3.0,130.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,1200.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,5,1330.0,64.0,1.0,9500.0,3.0,25000.0,0.0,3.0,3.0,3.0,1,1.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,202.0,1.0,4.0,1.0
341,3108,4,1.0,1,1,6,1.0,2.0,2.0,2.0,114.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,7,1105.0,11.0,1.0,9500.0,1.0,123500.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,42.57,7.0,4.0,0.0
342,3101,3,1.0,1,2,6,1.0,2.0,2.0,3.0,150.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,930.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,1130.0,44.0,1.0,9500.0,3.0,31000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,60.0,2.0,4.0,1.0
344,3103,2,1.0,1,2,7,1.0,2.0,2.0,3.0,130.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,860.0,1,2.0,1,1.0,1,2.0,1.0,3.0,0.0,3.0,6,1040.0,16.0,2.0,1200.0,3.0,76500.0,0.0,4.0,4.0,4.0,1,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,24.0,7.0,4.0,0.0
345,3104,1,3.0,1,0,9,1.0,2.0,2.0,1.0,114.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2,1,1.0,1300.0,1,2.0,1,2.0,2,2.0,1.0,3.0,0.0,1.0,10,1300.0,49.0,3.0,1270.0,6.0,32000.0,0.0,4.0,4.0,4.0,2,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,2,1,0.0,71.28,4.0,6.0,1.0
346,3101,2,1.0,1,2,8,1.0,2.0,2.0,3.0,160.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1,4,2.0,1000.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,4,1160.0,52.0,1.0,9500.0,2.0,27000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,230.0,2.0,4.0,1.0
347,3102,2,1.0,1,2,9,2.0,2.0,2.0,3.0,130.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,1,1234.0,19.0,1.0,9500.0,5.0,80000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0,3,1,0.0,48.12,7.0,4.0,0.0
348,3101,2,1.0,1,2,7,1.0,2.0,2.0,3.0,120.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1700.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,1,1841.0,22.0,1.0,9500.0,7.0,99000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1,0.0,0.0,0.0,0.0,3,1,0.0,49.0,7.0,6.0,0.0
349,3107,1,1.0,1,1,7,2.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1100.0,1,2.0,1,2.0,1,2.0,1.0,3.0,1.0,3.0,13,1195.0,15.0,1.0,9500.0,4.0,95000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,23.32,7.0,5.0,0.0
350,3106,1,1.0,1,3,9,1.0,2.0,2.0,3.0,170.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1800.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,20,1995.0,14.0,1.0,9500.0,6.0,175000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,27.9,7.0,6.0,0.0
351,3101,1,1.0,1,2,8,1.0,2.0,2.0,3.0,120.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,830.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,2.0,4,950.0,22.0,1.0,9500.0,6.0,52000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,72.0,6.0,3.0,0.0
352,3107,1,2.0,1,4,2,1.0,2.0,2.0,1.0,114.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1,7,2.0,1400.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,5,1400.0,89.0,1.0,9500.0,6.0,18900.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1,1,0.0,45.12,2.0,4.0,1.0
353,3104,1,1.0,1,1,6,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,900.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,6,980.0,59.0,1.0,9500.0,6.0,20000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,229.68,2.0,4.0,1.0
354,3107,1,1.0,1,1,7,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,1200.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,18,1252.0,36.0,2.0,1200.0,6.0,0.0,0.0,4.0,4.0,4.0,1,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,25.35,1.0,5.0,1.0
355,3101,1,1.0,1,2,2,1.0,2.0,2.0,3.0,150.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,1300.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,3,1550.0,45.0,1.0,9500.0,6.0,41000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,43.0,4.0,5.0,1.0
356,3105,1,1.0,1,0,7,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,1,2.0,1400.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,10,1470.0,20.0,3.0,1270.0,4.0,90000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,279.87,7.0,6.0,0.0
358,3102,3,1.0,1,2,3,1.0,2.0,2.0,3.0,190.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,6,2.0,830.0,1,1.0,1,1.0,1,1.0,1.0,3.0,3.0,3.0,4,1045.0,15.0,4.0,2475.0,1.0,85000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,61.87,7.0,4.0,0.0
359,3105,3,1.0,1,2,2,1.0,2.0,2.0,3.0,130.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,1300.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,4,1510.0,13.0,1.0,9500.0,1.0,136000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,201.31,7.0,5.0,0.0
360,3106,4,1.0,1,3,2,1.0,2.0,2.0,3.0,100.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1,8,2.0,1600.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,7,1983.0,27.0,1.0,9500.0,1.0,88800.0,0.0,2.0,2.0,2.0,1,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,18.6,6.0,6.0,0.0
361,3103,2,1.0,1,3,2,1.0,2.0,2.0,3.0,90.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,6,1233.0,24.0,1.0,9500.0,7.0,62000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,1,0.0,0.0,0.0,0.0,3,1,0.0,79.0,6.0,4.0,0.0
362,3105,3,1.0,1,2,7,1.0,2.0,2.0,3.0,120.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,1222.0,7.0,4.0,1765.0,5.0,218000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,176.76,7.0,4.0,0.0
364,3101,1,3.0,1,1,5,1.0,2.0,2.0,3.0,90.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,3,2.0,550.0,1,2.0,1,2.0,1,2.0,1.0,3.0,0.0,1.0,5,640.0,91.0,1.0,9500.0,6.0,8400.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,3,1,0.0,61.0,1.0,2.0,1.0
365,3104,1,1.0,1,1,9,1.0,2.0,2.0,3.0,120.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,2800.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,20,2990.0,61.0,1.0,9500.0,4.0,58600.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,347.49,6.0,7.0,1.0
366,3102,7,1.0,1,3,2,1.0,2.0,2.0,3.0,210.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1,6,2.0,780.0,1,2.0,1,2.0,1,1.0,1.0,3.0,3.0,3.0,6,1092.0,37.0,1.0,9500.0,1.0,35400.0,1.0,2.0,2.0,2.0,1,1.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,1,1.0,1.0,0.0,0.0,3,1,0.0,41.24,1.0,3.0,1.0
367,3105,2,1.0,1,2,7,2.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1100.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,3.0,7,1250.0,11.0,1.0,9500.0,5.0,140000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,236.66,7.0,4.0,0.0
369,3105,3,1.0,1,3,2,1.0,2.0,2.0,3.0,350.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1,5,2.0,1200.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,3.0,4,1857.0,28.0,1.0,9500.0,1.0,81000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,0.0,2,1,0.0,164.98,7.0,5.0,0.0
370,3105,1,1.0,1,1,6,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,800.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,7,880.0,26.0,1.0,9500.0,6.0,40000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,62.85,4.0,4.0,0.0
372,3105,2,1.0,1,2,6,2.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,6,2.0,1200.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,5,1313.0,24.0,1.0,9500.0,7.0,65000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,1.0,0.0,4.0,1,0.0,0.0,0.0,0.0,2,1,0.0,331.92,6.0,4.0,0.0
373,3106,2,1.0,1,2,8,1.0,2.0,2.0,3.0,70.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,790.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,8,920.0,27.0,1.0,9500.0,3.0,41400.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,22.63,4.0,3.0,0.0
375,3105,3,1.0,1,3,2,1.0,2.0,2.0,1.0,114.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1,4,2.0,400.0,1,2.0,1,1.0,1,1.0,1.0,3.0,3.0,1.0,4,400.0,4.0,4.0,1970.0,7.0,124000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,118.82,7.0,1.0,0.0
376,3102,3,1.0,1,3,2,1.0,2.0,2.0,3.0,100.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1,6,2.0,980.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,1183.0,22.0,1.0,9500.0,1.0,65000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,48.12,5.0,4.0,0.0
377,3104,1,2.0,1,1,7,1.0,2.0,2.0,1.0,114.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,1.0,1400.0,1,2.0,1,2.0,1,1.0,1.0,3.0,1.0,1.0,2,1400.0,101.0,1.0,9500.0,6.0,13420.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,3,1,0.0,59.4,1.0,6.0,1.0
378,3101,1,1.0,1,0,9,1.0,2.0,2.0,3.0,40.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,1,2.0,1100.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,12,1148.0,46.0,1.0,9500.0,4.0,30000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,38.0,3.0,5.0,1.0
381,3103,1,1.0,1,1,8,1.0,2.0,2.0,3.0,60.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,220.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,5,280.0,31.0,1.0,9500.0,4.0,10900.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,3,1,0.0,135.0,1.0,1.0,1.0
382,3101,4,1.0,1,2,4,2.0,2.0,2.0,3.0,110.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1,4,2.0,500.0,1,2.0,1,2.0,1,1.0,1.0,3.0,2.0,3.0,6,700.0,16.0,1.0,9500.0,3.0,51700.0,0.0,4.0,4.0,4.0,1,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,2.0,2.0,2,1,0.0,119.0,4.0,2.0,0.0
383,3104,4,1.0,1,2,8,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1200.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,6,1330.0,62.0,3.0,1210.0,1.0,25900.0,0.0,3.0,3.0,3.0,1,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,165.33,2.0,4.0,1.0
385,3108,2,3.0,1,1,6,1.0,2.0,2.0,3.0,140.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,3,2.0,500.0,1,2.0,1,2.0,1,2.0,1.0,3.0,1.0,1.0,6,640.0,20.0,2.0,1200.0,2.0,38000.0,0.0,4.0,4.0,4.0,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,169.64,4.0,2.0,0.0
386,3103,1,1.0,1,2,7,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,4,2.0,550.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,710.0,20.0,2.0,1200.0,4.0,41600.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,228.0,5.0,2.0,0.0
388,3101,3,1.0,1,3,3,1.0,2.0,2.0,3.0,240.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,950.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,7,1213.0,13.0,1.0,9500.0,5.0,114200.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0,1,1,0.0,54.0,7.0,4.0,0.0
389,3105,3,1.0,1,2,1,1.0,2.0,2.0,3.0,230.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1,4,2.0,300.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,2.0,7,530.0,5.0,1.0,9500.0,3.0,125000.0,0.0,1.0,1.0,1.0,1,1.0,1.0,3.0,1.0,0.0,1.0,1.0,4.0,1,0.0,1.0,0.0,0.0,3,1,0.0,86.42,7.0,1.0,0.0
390,3101,2,1.0,1,2,4,1.0,2.0,2.0,3.0,80.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1,4,2.0,800.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,3,985.0,30.0,1.0,9500.0,3.0,39600.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,2.0,2,1,0.0,183.0,4.0,3.0,1.0
