,PUMA,NP,ACCESS,BATH,BDSP,BLD,BROADBND,COMPOTHX,DIALUP,ELEFP,ELEP,FS,FULFP,GASFP,HFL,HISPEED,LAPTOP,OTHSVCEX,REFR,RMSP,RNTM,RNTP,RWAT,SATELLITE,SINK,SMARTPHONE,STOV,TABLET,TEL,TEN,VEH,WATFP,YBL,GRNTP,GRPIP,HHL,HHLANP,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPP,NR,NRC,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SRNT,SSMC,WGTP_CLT,AMI,AFF_OCC,COST_BURDALL
1393,3101,2,1.0,1,0,9,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,1,2.0,1200.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,9,1263.0,30.0,3.0,1170.0,1.0,51000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,69.0,5.0,5.0,1.0
1394,3104,2,1.0,1,2,7,1.0,2.0,2.0,3.0,100.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1,4,2.0,1300.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,7,1431.0,18.0,1.0,9500.0,1.0,98000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,67.32,7.0,5.0,0.0
1395,3102,1,1.0,1,3,2,1.0,2.0,2.0,3.0,80.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1,6,2.0,300.0,1,2.0,1,2.0,1,2.0,1.0,3.0,1.0,3.0,4,500.0,50.0,1.0,9500.0,4.0,12000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,161.05,1.0,1.0,1.0
1396,3108,2,1.0,1,2,7,1.0,2.0,2.0,3.0,90.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1500.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,3.0,20,1620.0,23.0,1.0,9500.0,3.0,83000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,60.63,7.0,5.0,0.0
1397,3101,1,3.0,1,0,9,1.0,2.0,2.0,1.0,114.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1,1,2.0,1400.0,1,2.0,1,2.0,1,2.0,1.0,3.0,1.0,1.0,20,1400.0,101.0,1.0,9500.0,4.0,10000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,142.0,1.0,6.0,1.0
1398,3103,2,1.0,1,1,9,1.0,2.0,2.0,3.0,80.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1,3,2.0,850.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,3.0,6,938.0,17.0,1.0,9500.0,7.0,65000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1,0.0,0.0,0.0,0.0,3,1,0.0,40.0,6.0,4.0,0.0
1400,3106,1,1.0,1,1,8,1.0,2.0,2.0,3.0,40.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,950.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,21,992.0,19.0,1.0,9500.0,4.0,62000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,19.22,6.0,4.0,0.0
1401,3101,8,1.0,1,2,7,2.0,2.0,2.0,3.0,200.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1,4,2.0,750.0,1,2.0,1,1.0,1,2.0,1.0,3.0,0.0,1.0,4,950.0,32.0,5.0,4900.0,3.0,36100.0,0.0,3.0,3.0,3.0,1,1.0,1.0,3.0,4.0,0.0,0.0,4.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,182.0,1.0,3.0,1.0
1402,3101,2,1.0,1,1,9,2.0,2.0,1.0,3.0,90.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1,4,2.0,870.0,1,2.0,1,2.0,1,1.0,1.0,3.0,2.0,3.0,7,1100.0,10.0,1.0,9500.0,1.0,135200.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,1.0,1,1,0.0,69.0,7.0,4.0,0.0
1404,3101,1,1.0,1,1,9,1.0,2.0,2.0,3.0,70.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,2,2.0,1900.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,13,1974.0,39.0,1.0,9500.0,4.0,60000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,144.0,6.0,7.0,1.0
1406,3106,1,3.0,1,0,5,1.0,2.0,2.0,2.0,114.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,1,2.0,1068.0,1,2.0,1,2.0,1,2.0,2.0,4.0,0.0,2.0,6,1218.0,36.0,1.0,9500.0,4.0,600.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,92.07,1.0,4.0,0.0
1407,3108,2,1.0,1,1,10,1.0,2.0,2.0,1.0,114.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1,2,2.0,580.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,1.0,5,580.0,15.0,1.0,9500.0,1.0,47800.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,109.65,5.0,2.0,0.0
1408,3101,2,1.0,1,2,9,1.0,1.0,2.0,3.0,20.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,2100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,21,2120.0,85.0,1.0,9500.0,7.0,30000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1,0.0,0.0,0.0,0.0,3,1,0.0,53.0,3.0,7.0,1.0
1410,3101,2,1.0,1,1,9,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1600.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,1.0,14,1700.0,14.0,1.0,9500.0,1.0,151000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,78.0,7.0,7.0,0.0
1411,3101,3,1.0,1,3,2,1.0,2.0,2.0,3.0,140.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,8,2.0,800.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,6,1065.0,71.0,1.0,9500.0,3.0,18100.0,1.0,2.0,2.0,2.0,1,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,1,1,0.0,42.0,1.0,3.0,1.0
1413,3101,1,1.0,1,1,9,1.0,2.0,2.0,1.0,114.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,3,2.0,440.0,1,2.0,1,1.0,1,2.0,1.0,3.0,0.0,1.0,5,440.0,36.0,1.0,9500.0,4.0,0.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,3,1,0.0,32.0,1.0,1.0,1.0
1414,3105,3,1.0,1,3,3,1.0,2.0,2.0,3.0,200.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,2800.0,1,2.0,1,1.0,1,1.0,1.0,3.0,3.0,3.0,8,3028.0,17.0,1.0,9500.0,5.0,210580.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,78.56,7.0,7.0,0.0
1415,3101,3,1.0,1,3,4,1.0,2.0,2.0,3.0,40.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1,5,2.0,680.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,4,860.0,34.0,1.0,9500.0,3.0,30000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,197.0,2.0,2.0,1.0
1416,3101,2,1.0,1,2,7,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1600.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,1.0,6,1700.0,17.0,1.0,9500.0,5.0,120000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,98.0,7.0,6.0,0.0
1417,3105,3,1.0,1,2,7,1.0,1.0,2.0,3.0,100.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,8,1205.0,29.0,1.0,9500.0,1.0,50000.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,57.94,4.0,4.0,0.0
1418,3102,2,1.0,1,3,2,1.0,2.0,2.0,3.0,30.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,860.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,3.0,17,1085.0,19.0,1.0,9500.0,5.0,69500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0,2,1,0.0,399.67,6.0,3.0,0.0
1420,3102,1,1.0,1,1,6,1.0,2.0,2.0,3.0,120.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,610.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,5,790.0,25.0,1.0,9500.0,6.0,38300.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,108.02,4.0,3.0,0.0
1421,3106,3,1.0,1,2,9,1.0,2.0,2.0,3.0,120.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1,3,2.0,1500.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,10,1736.0,40.0,1.0,9500.0,1.0,52000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,1,1,0.0,28.21,4.0,6.0,1.0
1423,3105,2,1.0,1,4,2,2.0,2.0,2.0,3.0,210.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1,11,2.0,1068.0,1,2.0,1,1.0,1,1.0,1.0,4.0,2.0,3.0,6,1218.0,36.0,1.0,9500.0,1.0,250400.0,0.0,4.0,4.0,4.0,1,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,2.0,3,1,0.0,92.31,7.0,1.0,0.0
1424,3102,1,3.0,1,1,7,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,3,2.0,600.0,1,2.0,1,1.0,1,2.0,1.0,3.0,0.0,2.0,5,700.0,15.0,1.0,9500.0,4.0,55000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,133.55,6.0,3.0,0.0
1425,3104,2,1.0,1,2,8,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1200.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,1283.0,21.0,1.0,9500.0,3.0,72500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,3,1,0.0,47.52,7.0,4.0,0.0
1426,3104,1,1.0,1,2,9,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1800.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,19,1880.0,45.0,1.0,9500.0,4.0,50000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,108.9,5.0,6.0,1.0
1427,3106,4,1.0,1,5,2,1.0,2.0,2.0,3.0,130.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1,10,2.0,1900.0,1,1.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,8,2395.0,22.0,1.0,9500.0,3.0,132000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,1.0,2.0,0.0,1.0,2.0,4.0,1,0.0,1.0,0.0,0.0,2,1,0.0,55.49,7.0,6.0,0.0
1428,3102,2,1.0,1,2,4,2.0,2.0,2.0,3.0,190.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,740.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,5,1048.0,101.0,1.0,9500.0,3.0,9000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,124.71,1.0,4.0,1.0
1429,3101,2,1.0,1,2,9,1.0,2.0,2.0,3.0,130.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,3,2.0,1900.0,1,1.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,14,2059.0,16.0,1.0,9500.0,5.0,158000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,41.0,7.0,7.0,0.0
1430,3106,2,2.0,1,2,7,1.0,2.0,2.0,3.0,130.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1400.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,19,1533.0,12.0,1.0,9500.0,1.0,155500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,37.2,7.0,5.0,0.0
1431,3105,1,3.0,1,1,7,1.0,2.0,2.0,3.0,70.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1,3,2.0,560.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,4,630.0,101.0,1.0,9500.0,6.0,4000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,184.62,1.0,2.0,1.0
1432,3101,1,1.0,1,0,9,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,1,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,0.0,3.0,17,1159.0,21.0,1.0,9500.0,4.0,65600.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,2,1,0.0,130.0,7.0,5.0,0.0
1433,3105,3,3.0,1,3,5,1.0,2.0,2.0,2.0,114.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,5,2.0,150.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,4,150.0,6.0,1.0,9500.0,3.0,32000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,5.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,223.9,2.0,1.0,0.0
1434,3101,1,3.0,1,2,7,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,3,2.0,800.0,1,2.0,1,1.0,1,2.0,1.0,3.0,0.0,1.0,7,900.0,31.0,1.0,9500.0,4.0,35000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,81.0,4.0,3.0,1.0
1435,3105,1,1.0,1,2,4,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,1300.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,1,1400.0,43.0,1.0,9500.0,6.0,39400.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,65.79,4.0,5.0,1.0
1436,3103,1,1.0,1,2,6,1.0,2.0,1.0,3.0,120.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,830.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,3.0,7,954.0,38.0,1.0,9500.0,6.0,30000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,122.0,3.0,3.0,1.0
1437,3101,1,3.0,1,1,9,1.0,2.0,2.0,1.0,114.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1,2,2.0,1200.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,7,1200.0,101.0,1.0,9500.0,6.0,9600.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,2,1,0.0,114.0,1.0,5.0,1.0
1438,3105,2,1.0,1,2,9,1.0,2.0,2.0,3.0,70.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,700.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,18,770.0,11.0,1.0,9500.0,3.0,85600.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,2,1,0.0,244.52,7.0,2.0,0.0
1439,3106,2,1.0,1,2,5,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,7,1174.0,13.0,1.0,9500.0,1.0,107000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,2.0,52.7,7.0,4.0,0.0
1440,3101,1,1.0,1,1,5,1.0,2.0,2.0,3.0,60.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,3,2.0,610.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,2,680.0,16.0,1.0,9500.0,6.0,50000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,55.0,5.0,2.0,0.0
1441,3104,2,1.0,1,2,6,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1200.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,6,1274.0,17.0,1.0,9500.0,7.0,90000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,100.98,7.0,4.0,0.0
1444,3102,4,1.0,1,3,2,2.0,2.0,2.0,3.0,70.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,1,6,2.0,650.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,3,1327.0,52.0,1.0,9500.0,3.0,30800.0,1.0,2.0,4.0,2.0,1,1.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,1,1.0,1.0,1.0,1.0,1,1,0.0,59.9,2.0,4.0,1.0
1445,3103,1,2.0,1,1,7,1.0,2.0,2.0,1.0,114.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,18,1100.0,101.0,1.0,9500.0,6.0,1000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,29.0,1.0,4.0,1.0
1446,3104,1,1.0,1,2,8,2.0,2.0,2.0,1.0,114.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1,6,1.0,1100.0,1,2.0,1,2.0,1,2.0,1.0,3.0,0.0,1.0,6,1100.0,29.0,1.0,9500.0,4.0,46000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,3,1,0.0,150.48,5.0,4.0,0.0
1447,3101,4,1.0,1,3,5,1.0,2.0,2.0,3.0,130.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,940.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,5,1200.0,40.0,1.0,9500.0,3.0,35900.0,0.0,2.0,2.0,2.0,1,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,174.0,2.0,4.0,1.0
1448,3108,1,1.0,1,2,2,1.0,2.0,2.0,3.0,80.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1,5,2.0,1068.0,1,2.0,1,1.0,1,1.0,1.0,4.0,3.0,2.0,3,1218.0,36.0,1.0,9500.0,4.0,24000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,3,1,0.0,20.0,2.0,1.0,0.0
1449,3104,2,1.0,1,2,6,1.0,2.0,2.0,3.0,110.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,8,2.0,980.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,6,1130.0,11.0,1.0,9500.0,1.0,129000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,2.0,62.37,7.0,4.0,0.0
1450,3102,5,1.0,1,3,2,1.0,2.0,2.0,3.0,320.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1,8,2.0,750.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,3.0,3,1175.0,78.0,1.0,9500.0,3.0,18100.0,1.0,3.0,2.0,3.0,1,1.0,2.0,5.0,1.0,0.0,0.0,2.0,0.0,1,1.0,1.0,1.0,1.0,3,1,0.0,64.81,1.0,4.0,1.0
1451,3102,1,3.0,1,2,3,1.0,2.0,2.0,3.0,200.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1,4,2.0,500.0,1,2.0,1,2.0,1,2.0,1.0,3.0,0.0,3.0,3,829.0,101.0,1.0,9500.0,4.0,9000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,2,1,0.0,124.71,1.0,2.0,1.0
1452,3101,1,1.0,1,0,9,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,1100.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,12,1160.0,28.0,1.0,9500.0,6.0,50000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,32.0,5.0,5.0,0.0
1453,3102,1,1.0,1,3,2,2.0,2.0,2.0,3.0,40.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,1300.0,1,2.0,1,2.0,1,2.0,1.0,3.0,1.0,3.0,8,1678.0,15.0,1.0,9500.0,6.0,132000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1,1,0.0,53.03,7.0,5.0,0.0
1454,3108,2,1.0,1,3,7,1.0,2.0,2.0,3.0,130.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1400.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,11,1530.0,21.0,1.0,9500.0,3.0,85400.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,78.05,7.0,4.0,0.0
1455,3105,2,1.0,1,2,7,2.0,2.0,2.0,3.0,140.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,1.0,7,1240.0,34.0,1.0,9500.0,7.0,43500.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,187.56,4.0,4.0,1.0
1456,3103,1,1.0,1,2,7,1.0,2.0,2.0,3.0,140.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1200.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,8,1365.0,16.0,1.0,9500.0,4.0,100200.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,149.0,7.0,5.0,0.0
1457,3101,2,1.0,1,2,7,1.0,2.0,2.0,3.0,110.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,780.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,7,890.0,53.0,1.0,9500.0,3.0,20000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,207.0,2.0,3.0,1.0
1459,3106,2,3.0,1,2,2,1.0,2.0,2.0,3.0,90.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,830.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,3.0,7,982.0,24.0,1.0,9500.0,3.0,49000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,94.24,5.0,3.0,0.0
1460,3104,2,1.0,1,2,5,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1300.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,7,1395.0,16.0,1.0,9500.0,7.0,102000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,106.92,7.0,5.0,0.0
